"id","code","label","parentId","ontology","uri"
"urn:miriam:icd:B68","B68","Taeniasis","urn:miriam:icd:B65-B83","ICD-10","http://identifiers.org/icd/B68"
"urn:miriam:icd:B68.0","B68.0","Taenia solium taeniasis","urn:miriam:icd:B68","ICD-10","http://identifiers.org/icd/B68.0"
"urn:miriam:icd:B68.1","B68.1","Taenia saginata taeniasis","urn:miriam:icd:B68","ICD-10","http://identifiers.org/icd/B68.1"
"urn:miriam:icd:B68.9","B68.9","Taeniasis, unspecified","urn:miriam:icd:B68","ICD-10","http://identifiers.org/icd/B68.9"
"urn:miriam:icd:B69","B69","Cysticercosis","urn:miriam:icd:B65-B83","ICD-10","http://identifiers.org/icd/B69"
"urn:miriam:icd:B69.0","B69.0","Cysticercosis of central nervous system","urn:miriam:icd:B69","ICD-10","http://identifiers.org/icd/B69.0"
"urn:miriam:icd:B69.1","B69.1","Cysticercosis of eye","urn:miriam:icd:B69","ICD-10","http://identifiers.org/icd/B69.1"
"urn:miriam:icd:B69.8","B69.8","Cysticercosis of other sites","urn:miriam:icd:B69","ICD-10","http://identifiers.org/icd/B69.8"
"urn:miriam:icd:B69.9","B69.9","Cysticercosis, unspecified","urn:miriam:icd:B69","ICD-10","http://identifiers.org/icd/B69.9"
"urn:miriam:icd:B70","B70","Diphyllobothriasis and sparganosis","urn:miriam:icd:B65-B83","ICD-10","http://identifiers.org/icd/B70"
"urn:miriam:icd:B70.0","B70.0","Diphyllobothriasis","urn:miriam:icd:B70","ICD-10","http://identifiers.org/icd/B70.0"
"urn:miriam:icd:B70.1","B70.1","Sparganosis","urn:miriam:icd:B70","ICD-10","http://identifiers.org/icd/B70.1"
"urn:miriam:icd:B71","B71","Other cestode infections","urn:miriam:icd:B65-B83","ICD-10","http://identifiers.org/icd/B71"
"urn:miriam:icd:B71.0","B71.0","Hymenolepiasis","urn:miriam:icd:B71","ICD-10","http://identifiers.org/icd/B71.0"
"urn:miriam:icd:B71.1","B71.1","Dipylidiasis","urn:miriam:icd:B71","ICD-10","http://identifiers.org/icd/B71.1"
"urn:miriam:icd:B71.8","B71.8","Other specified cestode infections","urn:miriam:icd:B71","ICD-10","http://identifiers.org/icd/B71.8"
"urn:miriam:icd:B71.9","B71.9","Cestode infection, unspecified","urn:miriam:icd:B71","ICD-10","http://identifiers.org/icd/B71.9"
"urn:miriam:icd:B72","B72","Dracunculiasis","urn:miriam:icd:B65-B83","ICD-10","http://identifiers.org/icd/B72"
"urn:miriam:icd:B73","B73","Onchocerciasis","urn:miriam:icd:B65-B83","ICD-10","http://identifiers.org/icd/B73"
"urn:miriam:icd:B74","B74","Filariasis","urn:miriam:icd:B65-B83","ICD-10","http://identifiers.org/icd/B74"
"urn:miriam:icd:B74.0","B74.0","Filariasis due to Wuchereria bancrofti","urn:miriam:icd:B74","ICD-10","http://identifiers.org/icd/B74.0"
"urn:miriam:icd:B74.1","B74.1","Filariasis due to Brugia malayi","urn:miriam:icd:B74","ICD-10","http://identifiers.org/icd/B74.1"
"urn:miriam:icd:B74.2","B74.2","Filariasis due to Brugia timori","urn:miriam:icd:B74","ICD-10","http://identifiers.org/icd/B74.2"
"urn:miriam:icd:B74.3","B74.3","Loiasis","urn:miriam:icd:B74","ICD-10","http://identifiers.org/icd/B74.3"
"urn:miriam:icd:B74.4","B74.4","Mansonelliasis","urn:miriam:icd:B74","ICD-10","http://identifiers.org/icd/B74.4"
"urn:miriam:icd:B74.8","B74.8","Other filariases","urn:miriam:icd:B74","ICD-10","http://identifiers.org/icd/B74.8"
"urn:miriam:icd:B74.9","B74.9","Filariasis, unspecified","urn:miriam:icd:B74","ICD-10","http://identifiers.org/icd/B74.9"
"urn:miriam:icd:B75","B75","Trichinellosis","urn:miriam:icd:B65-B83","ICD-10","http://identifiers.org/icd/B75"
"urn:miriam:icd:B76","B76","Hookworm diseases","urn:miriam:icd:B65-B83","ICD-10","http://identifiers.org/icd/B76"
"urn:miriam:icd:B76.0","B76.0","Ancylostomiasis","urn:miriam:icd:B76","ICD-10","http://identifiers.org/icd/B76.0"
"urn:miriam:icd:B76.1","B76.1","Necatoriasis","urn:miriam:icd:B76","ICD-10","http://identifiers.org/icd/B76.1"
"urn:miriam:icd:B76.8","B76.8","Other hookworm diseases","urn:miriam:icd:B76","ICD-10","http://identifiers.org/icd/B76.8"
"urn:miriam:icd:B76.9","B76.9","Hookworm disease, unspecified","urn:miriam:icd:B76","ICD-10","http://identifiers.org/icd/B76.9"
"urn:miriam:icd:B77","B77","Ascariasis","urn:miriam:icd:B65-B83","ICD-10","http://identifiers.org/icd/B77"
"urn:miriam:icd:B77.0","B77.0","Ascariasis with intestinal complications","urn:miriam:icd:B77","ICD-10","http://identifiers.org/icd/B77.0"
"urn:miriam:icd:B77.8","B77.8","Ascariasis with other complications","urn:miriam:icd:B77","ICD-10","http://identifiers.org/icd/B77.8"
"urn:miriam:icd:B77.9","B77.9","Ascariasis, unspecified","urn:miriam:icd:B77","ICD-10","http://identifiers.org/icd/B77.9"
"urn:miriam:icd:B78","B78","Strongyloidiasis","urn:miriam:icd:B65-B83","ICD-10","http://identifiers.org/icd/B78"
"urn:miriam:icd:B78.0","B78.0","Intestinal strongyloidiasis","urn:miriam:icd:B78","ICD-10","http://identifiers.org/icd/B78.0"
"urn:miriam:icd:B78.1","B78.1","Cutaneous strongyloidiasis","urn:miriam:icd:B78","ICD-10","http://identifiers.org/icd/B78.1"
"urn:miriam:icd:B78.7","B78.7","Disseminated strongyloidiasis","urn:miriam:icd:B78","ICD-10","http://identifiers.org/icd/B78.7"
"urn:miriam:icd:B78.9","B78.9","Strongyloidiasis, unspecified","urn:miriam:icd:B78","ICD-10","http://identifiers.org/icd/B78.9"
"urn:miriam:icd:B79","B79","Trichuriasis","urn:miriam:icd:B65-B83","ICD-10","http://identifiers.org/icd/B79"
"urn:miriam:icd:B80","B80","Enterobiasis","urn:miriam:icd:B65-B83","ICD-10","http://identifiers.org/icd/B80"
"urn:miriam:icd:B81","B81","Other intestinal helminthiases, not elsewhere classified","urn:miriam:icd:B65-B83","ICD-10","http://identifiers.org/icd/B81"
"urn:miriam:icd:B81.0","B81.0","Anisakiasis","urn:miriam:icd:B81","ICD-10","http://identifiers.org/icd/B81.0"
"urn:miriam:icd:B81.1","B81.1","Intestinal capillariasis","urn:miriam:icd:B81","ICD-10","http://identifiers.org/icd/B81.1"
"urn:miriam:icd:B81.2","B81.2","Trichostrongyliasis","urn:miriam:icd:B81","ICD-10","http://identifiers.org/icd/B81.2"
"urn:miriam:icd:B81.3","B81.3","Intestinal angiostrongyliasis","urn:miriam:icd:B81","ICD-10","http://identifiers.org/icd/B81.3"
"urn:miriam:icd:B81.4","B81.4","Mixed intestinal helminthiases","urn:miriam:icd:B81","ICD-10","http://identifiers.org/icd/B81.4"
"urn:miriam:icd:B81.8","B81.8","Other specified intestinal helminthiases","urn:miriam:icd:B81","ICD-10","http://identifiers.org/icd/B81.8"
"urn:miriam:icd:B82","B82","Unspecified intestinal parasitism","urn:miriam:icd:B65-B83","ICD-10","http://identifiers.org/icd/B82"
"urn:miriam:icd:B82.0","B82.0","Intestinal helminthiasis, unspecified","urn:miriam:icd:B82","ICD-10","http://identifiers.org/icd/B82.0"
"urn:miriam:icd:B82.9","B82.9","Intestinal parasitism, unspecified","urn:miriam:icd:B82","ICD-10","http://identifiers.org/icd/B82.9"
"urn:miriam:icd:B83","B83","Other helminthiases","urn:miriam:icd:B65-B83","ICD-10","http://identifiers.org/icd/B83"
"urn:miriam:icd:B83.0","B83.0","Visceral larva migrans","urn:miriam:icd:B83","ICD-10","http://identifiers.org/icd/B83.0"
"urn:miriam:icd:B83.1","B83.1","Gnathostomiasis","urn:miriam:icd:B83","ICD-10","http://identifiers.org/icd/B83.1"
"urn:miriam:icd:B83.2","B83.2","Angiostrongyliasis due to Parastrongylus cantonensis","urn:miriam:icd:B83","ICD-10","http://identifiers.org/icd/B83.2"
"urn:miriam:icd:B83.3","B83.3","Syngamiasis","urn:miriam:icd:B83","ICD-10","http://identifiers.org/icd/B83.3"
"urn:miriam:icd:B83.4","B83.4","Internal hirudiniasis","urn:miriam:icd:B83","ICD-10","http://identifiers.org/icd/B83.4"
"urn:miriam:icd:B83.8","B83.8","Other specified helminthiases","urn:miriam:icd:B83","ICD-10","http://identifiers.org/icd/B83.8"
"urn:miriam:icd:B83.9","B83.9","Helminthiasis, unspecified","urn:miriam:icd:B83","ICD-10","http://identifiers.org/icd/B83.9"
"urn:miriam:icd:B85-B89","B85-B89","Pediculosis, acariasis and other infestations","urn:miriam:icd:I","ICD-10",""
"urn:miriam:icd:B85","B85","Pediculosis and phthiriasis","urn:miriam:icd:B85-B89","ICD-10","http://identifiers.org/icd/B85"
"urn:miriam:icd:B85.0","B85.0","Pediculosis due to Pediculus humanus capitis","urn:miriam:icd:B85","ICD-10","http://identifiers.org/icd/B85.0"
"urn:miriam:icd:B85.1","B85.1","Pediculosis due to Pediculus humanus corporis","urn:miriam:icd:B85","ICD-10","http://identifiers.org/icd/B85.1"
"urn:miriam:icd:B85.2","B85.2","Pediculosis, unspecified","urn:miriam:icd:B85","ICD-10","http://identifiers.org/icd/B85.2"
"urn:miriam:icd:B85.3","B85.3","Phthiriasis","urn:miriam:icd:B85","ICD-10","http://identifiers.org/icd/B85.3"
"urn:miriam:icd:B85.4","B85.4","Mixed pediculosis and phthiriasis","urn:miriam:icd:B85","ICD-10","http://identifiers.org/icd/B85.4"
"urn:miriam:icd:B86","B86","Scabies","urn:miriam:icd:B85-B89","ICD-10","http://identifiers.org/icd/B86"
"urn:miriam:icd:B87","B87","Myiasis","urn:miriam:icd:B85-B89","ICD-10","http://identifiers.org/icd/B87"
"urn:miriam:icd:B87.0","B87.0","Cutaneous myiasis","urn:miriam:icd:B87","ICD-10","http://identifiers.org/icd/B87.0"
"urn:miriam:icd:B87.1","B87.1","Wound myiasis","urn:miriam:icd:B87","ICD-10","http://identifiers.org/icd/B87.1"
"urn:miriam:icd:B87.2","B87.2","Ocular myiasis","urn:miriam:icd:B87","ICD-10","http://identifiers.org/icd/B87.2"
"urn:miriam:icd:B87.3","B87.3","Nasopharyngeal myiasis","urn:miriam:icd:B87","ICD-10","http://identifiers.org/icd/B87.3"
"urn:miriam:icd:B87.4","B87.4","Aural myiasis","urn:miriam:icd:B87","ICD-10","http://identifiers.org/icd/B87.4"
"urn:miriam:icd:B87.8","B87.8","Myiasis of other sites","urn:miriam:icd:B87","ICD-10","http://identifiers.org/icd/B87.8"
"urn:miriam:icd:B87.9","B87.9","Myiasis, unspecified","urn:miriam:icd:B87","ICD-10","http://identifiers.org/icd/B87.9"
"urn:miriam:icd:B88","B88","Other infestations","urn:miriam:icd:B85-B89","ICD-10","http://identifiers.org/icd/B88"
"urn:miriam:icd:B88.0","B88.0","Other acariasis","urn:miriam:icd:B88","ICD-10","http://identifiers.org/icd/B88.0"
"urn:miriam:icd:B88.1","B88.1","Tungiasis [sandflea infestation]","urn:miriam:icd:B88","ICD-10","http://identifiers.org/icd/B88.1"
"urn:miriam:icd:B88.2","B88.2","Other arthropod infestations","urn:miriam:icd:B88","ICD-10","http://identifiers.org/icd/B88.2"
"urn:miriam:icd:B88.3","B88.3","External hirudiniasis","urn:miriam:icd:B88","ICD-10","http://identifiers.org/icd/B88.3"
"urn:miriam:icd:B88.8","B88.8","Other specified infestations","urn:miriam:icd:B88","ICD-10","http://identifiers.org/icd/B88.8"
"urn:miriam:icd:B88.9","B88.9","Infestation, unspecified","urn:miriam:icd:B88","ICD-10","http://identifiers.org/icd/B88.9"
"urn:miriam:icd:B89","B89","Unspecified parasitic disease","urn:miriam:icd:B85-B89","ICD-10","http://identifiers.org/icd/B89"
"urn:miriam:icd:B90-B94","B90-B94","Sequelae of infectious and parasitic diseases","urn:miriam:icd:I","ICD-10",""
"urn:miriam:icd:B90","B90","Sequelae of tuberculosis","urn:miriam:icd:B90-B94","ICD-10","http://identifiers.org/icd/B90"
"urn:miriam:icd:B90.0","B90.0","Sequelae of central nervous system tuberculosis","urn:miriam:icd:B90","ICD-10","http://identifiers.org/icd/B90.0"
"urn:miriam:icd:B90.1","B90.1","Sequelae of genitourinary tuberculosis","urn:miriam:icd:B90","ICD-10","http://identifiers.org/icd/B90.1"
"urn:miriam:icd:B90.2","B90.2","Sequelae of tuberculosis of bones and joints","urn:miriam:icd:B90","ICD-10","http://identifiers.org/icd/B90.2"
"urn:miriam:icd:B90.8","B90.8","Sequelae of tuberculosis of other organs","urn:miriam:icd:B90","ICD-10","http://identifiers.org/icd/B90.8"
"urn:miriam:icd:B90.9","B90.9","Sequelae of respiratory and unspecified tuberculosis","urn:miriam:icd:B90","ICD-10","http://identifiers.org/icd/B90.9"
"urn:miriam:icd:B91","B91","Sequelae of poliomyelitis","urn:miriam:icd:B90-B94","ICD-10","http://identifiers.org/icd/B91"
"urn:miriam:icd:B92","B92","Sequelae of leprosy","urn:miriam:icd:B90-B94","ICD-10","http://identifiers.org/icd/B92"
"urn:miriam:icd:B94","B94","Sequelae of other and unspecified infectious and parasitic diseases","urn:miriam:icd:B90-B94","ICD-10","http://identifiers.org/icd/B94"
"urn:miriam:icd:B94.0","B94.0","Sequelae of trachoma","urn:miriam:icd:B94","ICD-10","http://identifiers.org/icd/B94.0"
"urn:miriam:icd:B94.1","B94.1","Sequelae of viral encephalitis","urn:miriam:icd:B94","ICD-10","http://identifiers.org/icd/B94.1"
"urn:miriam:icd:B94.2","B94.2","Sequelae of viral hepatitis","urn:miriam:icd:B94","ICD-10","http://identifiers.org/icd/B94.2"
"urn:miriam:icd:B94.8","B94.8","Sequelae of other specified infectious and parasitic diseases","urn:miriam:icd:B94","ICD-10","http://identifiers.org/icd/B94.8"
"urn:miriam:icd:B94.9","B94.9","Sequelae of unspecified infectious or parasitic disease","urn:miriam:icd:B94","ICD-10","http://identifiers.org/icd/B94.9"
"urn:miriam:icd:B95-B98","B95-B98","Bacterial, viral and other infectious agents","urn:miriam:icd:I","ICD-10",""
"urn:miriam:icd:B95","B95","Streptococcus and staphylococcus as the cause of diseases classified to other chapters","urn:miriam:icd:B95-B98","ICD-10","http://identifiers.org/icd/B95"
"urn:miriam:icd:B95.0","B95.0","Streptococcus, group A, as the cause of diseases classified to other chapters","urn:miriam:icd:B95","ICD-10","http://identifiers.org/icd/B95.0"
"urn:miriam:icd:B95.1","B95.1","Streptococcus, group B, as the cause of diseases classified to other chapters","urn:miriam:icd:B95","ICD-10","http://identifiers.org/icd/B95.1"
"urn:miriam:icd:B95.2","B95.2","Streptococcus group D and enterococcus as the cause of diseases classified to other chapters","urn:miriam:icd:B95","ICD-10","http://identifiers.org/icd/B95.2"
"urn:miriam:icd:B95.3","B95.3","Streptococcus pneumoniae as the cause of diseases classified to other chapters","urn:miriam:icd:B95","ICD-10","http://identifiers.org/icd/B95.3"
"urn:miriam:icd:B95.4","B95.4","Other streptococcus as the cause of diseases classified to other chapters","urn:miriam:icd:B95","ICD-10","http://identifiers.org/icd/B95.4"
"urn:miriam:icd:B95.5","B95.5","Unspecified streptococcus as the cause of diseases classified to other chapters","urn:miriam:icd:B95","ICD-10","http://identifiers.org/icd/B95.5"
"urn:miriam:icd:B95.6","B95.6","Staphylococcus aureus as the cause of diseases classified to other chapters","urn:miriam:icd:B95","ICD-10","http://identifiers.org/icd/B95.6"
"urn:miriam:icd:B95.7","B95.7","Other staphylococcus as the cause of diseases classified to other chapters","urn:miriam:icd:B95","ICD-10","http://identifiers.org/icd/B95.7"
"urn:miriam:icd:B95.8","B95.8","Unspecified staphylococcus as the cause of diseases classified to other chapters","urn:miriam:icd:B95","ICD-10","http://identifiers.org/icd/B95.8"
"urn:miriam:icd:B96","B96","Other specified bacterial agents as the cause of diseases classified to other chapters","urn:miriam:icd:B95-B98","ICD-10","http://identifiers.org/icd/B96"
"urn:miriam:icd:B96.0","B96.0","Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified to other chapters","urn:miriam:icd:B96","ICD-10","http://identifiers.org/icd/B96.0"
"urn:miriam:icd:B96.1","B96.1","Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters","urn:miriam:icd:B96","ICD-10","http://identifiers.org/icd/B96.1"
"urn:miriam:icd:B96.2","B96.2","Escherichia coli [E. coli] as the cause of diseases classified to other chapters","urn:miriam:icd:B96","ICD-10","http://identifiers.org/icd/B96.2"
"urn:miriam:icd:B96.3","B96.3","Haemophilus influenzae [H. influenzae] as the cause of diseases classified to other chapters","urn:miriam:icd:B96","ICD-10","http://identifiers.org/icd/B96.3"
"urn:miriam:icd:B96.4","B96.4","Proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters","urn:miriam:icd:B96","ICD-10","http://identifiers.org/icd/B96.4"
"urn:miriam:icd:B96.5","B96.5","Pseudomonas (aeruginosa) as the cause of diseases classified to other chapters","urn:miriam:icd:B96","ICD-10","http://identifiers.org/icd/B96.5"
"urn:miriam:icd:B96.6","B96.6","Bacillus fragilis [B. fragilis] as the cause of diseases classified to other chapters","urn:miriam:icd:B96","ICD-10","http://identifiers.org/icd/B96.6"
"urn:miriam:icd:B96.7","B96.7","Clostridium perfringens [C. perfringens] as the cause of diseases classified to other chapters","urn:miriam:icd:B96","ICD-10","http://identifiers.org/icd/B96.7"
"urn:miriam:icd:B96.8","B96.8","Other specified bacterial agents as the cause of diseases classified to other chapters","urn:miriam:icd:B96","ICD-10","http://identifiers.org/icd/B96.8"
"urn:miriam:icd:B97","B97","Viral agents as the cause of diseases classified to other chapters","urn:miriam:icd:B95-B98","ICD-10","http://identifiers.org/icd/B97"
"urn:miriam:icd:B97.0","B97.0","Adenovirus as the cause of diseases classified to other chapters","urn:miriam:icd:B97","ICD-10","http://identifiers.org/icd/B97.0"
"urn:miriam:icd:B97.1","B97.1","Enterovirus as the cause of diseases classified to other chapters","urn:miriam:icd:B97","ICD-10","http://identifiers.org/icd/B97.1"
"urn:miriam:icd:B97.2","B97.2","Coronavirus as the cause of diseases classified to other chapters","urn:miriam:icd:B97","ICD-10","http://identifiers.org/icd/B97.2"
"urn:miriam:icd:B97.3","B97.3","Retrovirus as the cause of diseases classified to other chapters","urn:miriam:icd:B97","ICD-10","http://identifiers.org/icd/B97.3"
"urn:miriam:icd:B97.4","B97.4","Respiratory syncytial virus as the cause of diseases classified to other chapters","urn:miriam:icd:B97","ICD-10","http://identifiers.org/icd/B97.4"
"urn:miriam:icd:B97.5","B97.5","Reovirus as the cause of diseases classified to other chapters","urn:miriam:icd:B97","ICD-10","http://identifiers.org/icd/B97.5"
"urn:miriam:icd:B97.6","B97.6","Parvovirus as the cause of diseases classified to other chapters","urn:miriam:icd:B97","ICD-10","http://identifiers.org/icd/B97.6"
"urn:miriam:icd:B97.7","B97.7","Papillomavirus as the cause of diseases classified to other chapters","urn:miriam:icd:B97","ICD-10","http://identifiers.org/icd/B97.7"
"urn:miriam:icd:B97.8","B97.8","Other viral agents as the cause of diseases classified to other chapters","urn:miriam:icd:B97","ICD-10","http://identifiers.org/icd/B97.8"
"urn:miriam:icd:B98","B98","Other specified infectious agents as the cause of diseases classified to other chapters","urn:miriam:icd:B95-B98","ICD-10","http://identifiers.org/icd/B98"
"urn:miriam:icd:B98.0","B98.0","Helicobacter pylori [H.pylori] as the cause of diseases classified to other chapters","urn:miriam:icd:B98","ICD-10","http://identifiers.org/icd/B98.0"
"urn:miriam:icd:B98.1","B98.1","Vibrio vulnificus as the cause of diseases classified to other chapters","urn:miriam:icd:B98","ICD-10","http://identifiers.org/icd/B98.1"
"urn:miriam:icd:B99-B99","B99-B99","Other infectious diseases","urn:miriam:icd:I","ICD-10",""
"urn:miriam:icd:B99","B99","Other and unspecified infectious diseases","urn:miriam:icd:B99-B99","ICD-10","http://identifiers.org/icd/B99"
"urn:miriam:icd:II","II","Neoplasms","","ICD-10",""
"urn:miriam:icd:C00-C97","C00-C97","Malignant neoplasms","urn:miriam:icd:II","ICD-10",""
"urn:miriam:icd:C00-C75","C00-C75","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue","urn:miriam:icd:C00-C97","ICD-10",""
"urn:miriam:icd:C00-C14","C00-C14","Malignant neoplasms of lip, oral cavity and pharynx","urn:miriam:icd:C00-C75","ICD-10",""
"urn:miriam:icd:C00","C00","Malignant neoplasm of lip","urn:miriam:icd:C00-C14","ICD-10","http://identifiers.org/icd/C00"
"urn:miriam:icd:C00.0","C00.0","External upper lip","urn:miriam:icd:C00","ICD-10","http://identifiers.org/icd/C00.0"
"urn:miriam:icd:C00.1","C00.1","External lower lip","urn:miriam:icd:C00","ICD-10","http://identifiers.org/icd/C00.1"
"urn:miriam:icd:C00.2","C00.2","External lip, unspecified","urn:miriam:icd:C00","ICD-10","http://identifiers.org/icd/C00.2"
"urn:miriam:icd:C00.3","C00.3","Upper lip, inner aspect","urn:miriam:icd:C00","ICD-10","http://identifiers.org/icd/C00.3"
"urn:miriam:icd:C00.4","C00.4","Lower lip, inner aspect","urn:miriam:icd:C00","ICD-10","http://identifiers.org/icd/C00.4"
"urn:miriam:icd:C00.5","C00.5","Lip, unspecified, inner aspect","urn:miriam:icd:C00","ICD-10","http://identifiers.org/icd/C00.5"
"urn:miriam:icd:C00.6","C00.6","Commissure of lip","urn:miriam:icd:C00","ICD-10","http://identifiers.org/icd/C00.6"
"urn:miriam:icd:C00.8","C00.8","Overlapping lesion of lip","urn:miriam:icd:C00","ICD-10","http://identifiers.org/icd/C00.8"
